:START_ID(Post)|:END_ID(Tag)
274878216776|9310
893353507417|143
343597693565|143
343597693565|564
1030792460943|143
343597693599|143
343597693599|1032
137439263410|143
687195077305|143
687195077305|6604
1099511937740|143
481036647118|143
481036647118|10792
1030792461017|143
68719786725|143
68719786725|1984
962072984312|143
962072984312|6604
206158740219|143
137439263486|143
68719786752|143
68719786759|143
687195077397|143
893353507622|143
68719786802|143
893353507648|143
343597693771|143
343597693771|9741
1030792461142|143
1030792461142|2087
755914554212|143
618475600746|143
618475600746|2087
481036647293|143
481036647293|2815
481036647293|9741
618475600778|143
687195077515|143
755914554264|143
481036647333|143
481036647376|143
1099511938003|143
1099511938003|2047
137439263703|143
687195077608|143
687195077608|7598
824634031101|143
481036647433|143
137439263774|143
137439263774|6604
893353507885|143
893353507885|2047
962072984631|143
962072984631|573
412317170757|143
481036647497|143
687195077712|143
687195077712|1545
824634031194|143
824634031194|776
549756124264|143
549756124264|564
549756124264|1984
893353507958|143
962072984714|143
68719787153|143
68719787153|776
343597694099|143
893353508010|143
893353508010|776
893353508010|2815
343597694137|143
962072984769|143
549756124365|143
549756124382|143
549756124382|2018
824634031335|143
824634031335|10792
549756124412|143
137439264007|143
137439264007|1032
68719787274|143
68719787274|10792
481036647703|143
481036647703|10792
68719787302|143
549756124499|143
549756124499|2815
274878217561|143
274878217561|573
68719787354|143
893353508206|143
824634031483|143
824634031483|2815
962072984970|143
962072984970|1545
412317171103|143
412317171103|776
343597694388|143
343597694388|573
137439264194|143
1030792461764|143
1030792461764|9741
137439264204|1525
137439264204|6683
137439264204|8814
137439264204|9260
137439264204|9299
206158740958|193
206158740958|569
206158740958|2085
206158740958|6427
206158740958|13049
206158740958|13596
206158740960|193
206158740960|544
206158740960|4844
206158740960|6949
274878217713|2855
274878217713|2926
274878217713|4845
274878217713|6355
137439264247|1525
137439264247|1761
137439264247|2790
137439264247|5071
137439264247|5106
137439264247|5346
137439264247|11616
137439264247|11875
137439264247|12829
137439264263|1525
137439264263|1675
137439264263|12014
137439264263|12278
137439264263|12413
274878217756|1339
274878217756|9706
274878217756|12023
274878217756|12030
274878217769|1339
274878217769|2941
274878217769|13905
206158741041|193
206158741041|3059
206158741041|7522
206158741041|9342
206158741041|11931
274878217781|2910
274878217781|4845
137439264330|59
137439264330|1525
137439264330|11578
206158741087|193
206158741087|2973
206158741087|11872
206158741087|13246
137439264367|1525
137439264367|2837
137439264367|2863
137439264373|812
137439264373|1525
137439264373|9055
137439264373|9153
137439264373|10074
137439264394|1525
274878217880|1339
274878217880|9339
274878217888|806
274878217888|1197
274878217888|1339
274878217888|2091
274878217888|6436
274878217888|11203
137439264419|776
137439264419|1525
137439264419|2025
137439264419|2111
137439264419|7566
274878217898|3004
274878217898|4845
274878217898|6371
274878217898|6978
274878217898|9129
137439264446|1525
137439264446|2867
137439264446|5871
137439264446|6956
137439264446|9060
137439264446|12887
137439264459|1525
137439264459|2797
137439264459|9254
137439264459|13617
137439264479|1525
137439264479|2851
137439264479|6360
137439264479|7560
137439264479|9314
206158741226|193
206158741226|5167
206158741226|9330
206158741226|11605
274878217976|297
274878217976|4845
274878217976|7955
274878217976|14421
137439264507|1525
137439264507|3057
137439264507|7137
137439264516|1525
137439264516|3023
137439264516|8243
137439264516|8450
137439264516|9332
137439264524|1525
137439264524|7372
274878218015|1339
274878218015|2924
274878218015|5495
274878218015|9238
274878218023|1989
274878218023|4845
274878218023|6380
274878218023|11647
274878218023|13113
274878218025|146
274878218025|1180
274878218025|2039
274878218025|2888
274878218025|2939
274878218025|3021
274878218025|4845
274878218025|5101
274878218025|5145
274878218025|6980
274878218033|2816
274878218033|4845
274878218033|5165
274878218033|8705
274878218033|13090
274878218033|14528
274878218048|4845
274878218048|6975
274878218048|9291
274878218048|11729
274878218058|2849
274878218058|4845
274878218058|9160
274878218058|9343
274878218058|11740
274878218058|13336
274878218079|4845
274878218079|5105
274878218079|12102
137439264617|1525
137439264617|2931
274878218090|1339
274878218090|3030
274878218090|7513
274878218090|9144
274878218090|10223
274878218090|11285
274878218098|543
274878218098|2012
274878218098|2015
274878218098|2884
274878218098|4845
274878218098|7001
274878218098|7567
274878218098|9065
274878218098|9174
274878218098|10795
274878218098|14129
137439264643|1525
137439264643|7520
137439264643|7524
137439264643|9333
137439264643|11939
274878218116|1339
274878218116|1671
274878218116|5095
274878218116|7875
274878218116|9032
274878218116|10137
274878218136|2795
274878218136|3026
274878218136|4845
274878218136|4994
274878218136|10314
206158741410|193
206158741410|3010
206158741410|11557
274878218157|790
274878218157|2026
274878218157|2975
274878218157|4845
274878218157|9144
274878218157|11537
274878218157|11731
274878218176|1339
274878218176|7835
137439264717|1525
137439264717|7716
137439264717|7858
137439264717|9160
137439264717|11579
137439264732|1525
137439264732|6408
137439264732|6426
137439264732|8534
137439264733|1525
137439264733|2849
137439264733|7014
137439264733|7454
137439264737|803
137439264737|1525
137439264737|2795
137439264737|6385
137439264737|7383
137439264737|7513
137439264737|9061
137439264737|10985
274878218222|976
274878218222|1339
274878218222|2797
274878218222|5116
274878218222|5766
274878218222|6355
274878218222|11246
274878218222|11411
137439264763|1173
137439264763|1525
137439264763|2045
137439264763|9261
137439264778|1525
137439264778|2863
137439264778|2938
137439264778|6424
137439264778|9103
137439264778|12043
274878218251|2031
274878218251|4845
274878218251|4938
274878218251|8021
274878218251|10194
274878218251|12241
274878218251|12626
274878218251|14333
274878218259|1452
274878218259|2003
274878218259|2894
274878218259|3103
274878218259|3111
274878218259|4845
274878218259|5762
274878218259|7050
274878218259|9148
206158741535|193
206158741535|3069
206158741535|9310
206158741535|13108
137439264803|59
137439264803|1525
137439264803|2059
137439264803|2070
137439264803|2114
137439264803|7396
137439264803|9343
274878218285|2986
274878218285|4845
274878218285|8906
274878218285|11805
274878218285|15060
206158741554|193
206158741554|2118
206158741554|2958
206158741554|9178
206158741554|9253
206158741554|11259
206158741554|11753
137439264827|1525
137439264827|6937
755914555853|140
755914555853|2805
824634032603|140
1030792462833|140
1030792462833|566
1030792462833|7015
962072986120|140
962072986120|2865
481036648969|140
481036648969|5085
962072986134|140
962072986134|2084
962072986134|2893
687195079200|140
687195079200|5184
687195079200|5769
893353509409|140
893353509409|2105
893353509409|7015
343597695529|140
343597695529|581
343597695529|2105
343597695529|2805
755914555959|140
893353509444|140
893353509444|2082
893353509444|3104
206158742094|140
206158742094|1671
206158742094|3109
137439265368|140
137439265368|278
137439265368|2007
137439265368|5769
137439265368|6472
481036649054|140
481036649054|278
481036649054|2908
824634032738|1527
755914556018|1527
343597695626|1527
893353509531|1527
687195079343|1527
824634032826|1527
687195079369|1527
618475602642|1527
274878218982|1527
206158742263|1527
412317172475|1527
962072986375|1527
1030792463125|1527
1030792463141|1527
618475602732|1527
206158742319|561
206158742319|2819
206158742319|2857
206158742319|6645
206158742319|6944
206158742319|9072
206158742319|9190
206158742319|12063
343597695802|413
343597695802|2029
343597695802|2831
343597695802|2846
343597695802|11698
206158742346|561
206158742346|2872
206158742346|9030
206158742346|9064
206158742346|9076
206158742346|9179
206158742346|13211
687195079507|1410
687195079507|1670
687195079507|2084
687195079507|2816
687195079507|9078
687195079507|12019
687195079507|12455
206158742357|561
206158742357|1375
206158742357|1547
206158742357|2003
206158742357|2048
206158742357|5149
206158742357|7564
206158742359|561
206158742359|5442
206158742359|7553
206158742359|13809
687195079525|1179
687195079525|1410
687195079525|2018
687195079525|2104
687195079525|9178
687195079525|11643
687195079539|1410
687195079539|6072
687195079539|6411
687195079539|7565
687195079539|9057
687195079539|11249
687195079539|11987
687195079554|1410
687195079554|6010
687195079554|9159
687195079571|1410
687195079571|2042
687195079571|2872
687195079571|6377
687195079571|9053
687195079571|9233
687195079571|9261
206158742421|561
206158742421|1206
206158742421|7590
687195079581|1410
687195079581|9059
206158742447|561
206158742447|798
206158742447|1771
206158742447|5153
206158742447|5885
206158742447|6933
206158742459|561
206158742459|2086
206158742459|2792
206158742459|2808
206158742459|2844
206158742459|7561
206158742459|9056
206158742459|9226
206158742459|9251
962072986559|6
687195079631|1944
687195079631|2000
687195079631|2121
687195079631|8209
687195079631|11583
687195079631|11777
687195079631|12162
687195079633|801
687195079633|1404
687195079633|6414
687195079640|1404
687195079640|2866
687195079640|8553
687195079640|9686
412317172980|774
412317172980|1683
412317172980|1993
412317172980|6713
549756126456|774
549756126456|6461
343597696262|774
343597696262|2844
1030792463626|774
1030792463626|2788
412317173013|774
412317173013|2837
1030792463658|774
412317173040|774
412317173040|1683
412317173040|2083
412317173040|2788
412317173040|5440
1030792463684|774
1030792463684|2000
687195080006|774
687195080006|10448
412317173078|774
962072986975|774
962072986975|3013
962072986975|6713
962072986975|10448
755914556770|774
755914556770|2844
755914556770|5440
755914556770|11745
549756126576|774
549756126576|6363
343597696371|774
343597696371|2083
343597696371|11745
412317173113|774
343597696383|774
343597696383|4845
343597696383|6016
343597696383|6363
343597696383|6788
343597696383|10448
755914556821|774
755914556821|2784
1030792463773|774
1030792463773|11745
481036649901|774
481036649901|4848
824634033586|127
824634033586|1676
824634033586|2063
824634033586|6411
824634033586|6435
824634033586|7569
824634033586|9084
824634033586|10251
687195080115|410
687195080115|1548
687195080115|2055
687195080115|10234
687195080118|410
687195080118|2826
687195080118|9474
687195080118|10362
687195080128|410
687195080128|580
687195080128|3114
687195080128|5090
687195080128|8731
687195080128|8873
687195080128|9172
687195080128|11258
824634033616|127
824634033616|3040
824634033616|7004
824634033616|7130
824634033616|10810
824634033616|11654
412317173220|1930
412317173220|2005
412317173220|6963
412317173220|10029
962072987127|1526
962072987127|9574
962072987127|10024
962072987148|566
962072987148|1526
962072987148|5442
962072987148|6424
962072987148|12839
962072987148|15423
962072987168|1526
962072987168|6950
962072987180|1526
962072987180|3014
962072987180|9181
962072987180|10303
962072987180|12466
687195080240|410
687195080240|5174
687195080240|7563
687195080240|9116
687195080240|9354
687195080240|11456
824634033723|127
824634033723|5132
824634033723|8272
824634033723|11704
412317173324|1930
412317173324|2083
412317173324|4988
412317173324|6605
412317173324|7411
412317173324|8343
412317173324|9203
412317173324|9716
412317173324|14515
687195080269|410
687195080269|2070
687195080269|3056
687195080269|7555
687195080269|11551
687195080276|410
687195080276|2020
687195080276|2812
687195080276|2957
687195080276|5157
687195080276|7244
687195080276|10268
687195080276|11575
962072987229|558
549756126833|558
1030792464006|558
755914557079|558
755914557091|558
412317173415|558
962072987331|558
824634033863|558
412317173457|558
824634033875|558
1030792464098|558
549756126964|558
893353510673|558
1030792464197|558
1030792464225|558
755914557302|558
1030792464291|558
962072987592|558
893353510865|558
962072987613|558
824634034167|558
962072987690|558
962072987693|558
893353511002|558
1030792464501|558
1030792464510|558
962072987811|558
962072987891|558
962072987892|558
962072987911|558
1030792464652|558
962072987930|558
893353511195|558
893353511205|558
824634034555|558
755914557922|558
962072988142|558
893353511422|558
1030792464938|558
824634034734|558
824634034742|558
1030792464980|558
1030792464999|558
962072988300|558
687195081363|558
1030792465092|558
962072988397|558
1030792465157|558
618475604753|558
962072988452|558
687195081523|558
687195081539|558
824634035030|558
893353511778|558
962072988588|558
962072988602|558
824634035140|558
1030792465354|558
824634035185|558
824634035197|558
1030792465439|558
824634035247|558
687195081787|558
1030792465483|558
1030792465615|558
1030792465702|558
962072988968|558
1030792465749|558
824634035674|558
824634035689|558
893353512453|558
1030792465960|558
824634035762|558
1030792465996|558
893353512540|558
962072989315|558
893353512595|558
893353512643|558
1030792466130|558
1030792466142|558
1030792466224|558
755914559286|558
755914559287|558
962072989535|558
893353512827|558
962072989623|558
1099511943104|558
755914559508|558
1030792466456|558
893353513002|558
755914559538|558
687195082842|1410
687195082842|2037
687195082842|2947
687195082842|2977
687195082842|12000
687195082845|1410
687195082845|2092
687195082853|1410
687195082853|2788
687195082853|2873
687195082853|5871
687195082853|11676
687195082853|13997
687195082861|1178
687195082861|1410
687195082861|6927
687195082876|1410
687195082876|2879
687195082876|2909
687195082876|6435
687195082876|7356
687195082876|9101
687195082877|449
687195082877|1410
687195082877|2940
687195082877|5058
687195082877|5099
687195082877|9236
687195082877|12157
687195082877|12235
687195082882|565
687195082882|800
687195082882|1410
687195082882|9293
687195082888|565
687195082888|1410
687195082888|7380
687195082888|9180
687195082888|9326
687195082888|11535
687195082888|12048
687195082905|1410
687195082905|1749
687195082905|11750
687195082914|1410
687195082914|2804
687195082914|9028
687195082925|1410
687195082925|5060
687195082925|11691
687195082930|1410
687195082930|6933
687195082930|12227
687195082930|12288
1030792466644|558
962072989924|558
1030792466723|558
893353513361|558
755914559903|558
962072990133|558
687195083205|139
687195083205|1525
687195083205|3086
687195083205|5848
687195083205|8841
412317176265|139
412317176265|196
412317176265|565
412317176265|1997
412317176265|2843
412317176265|2933
412317176265|3020
412317176265|5191
412317176265|13972
1030792466898|139
1030792466898|1996
1030792466898|2948
1030792466898|3041
1030792466898|3105
893353513431|139
893353513431|1989
893353513431|2073
893353513431|2782
893353513431|2933
893353513431|9486
1030792466910|139
1030792466910|2777
1030792466910|2782
1030792466910|8829
343597699562|139
343597699562|795
343597699562|2017
343597699562|3052
618475606523|139
618475606523|2023
618475606523|2813
618475606523|2834
618475606523|5848
618475606523|7380
618475606523|8829
618475606523|13972
481036653053|139
481036653053|777
481036653053|1525
481036653053|3086
481036653053|3090
481036653053|9326
755914560004|139
755914560004|1989
755914560004|2023
755914560004|2843
755914560004|7112
824634036751|139
824634036751|142
824634036751|2812
824634036751|2834
824634036751|2933
824634036751|3105
824634036751|12137
343597699603|139
343597699603|795
343597699603|798
687195083299|139
687195083299|1990
687195083299|2813
687195083299|2843
687195083299|2948
343597699639|139
343597699639|2948
343597699639|3052
343597699639|6429
343597699639|8841
343597699639|11531
343597699649|139
343597699649|1525
481036653127|139
481036653127|1990
481036653127|3074
481036653127|8829
962072990290|139
962072990290|1863
962072990290|2782
962072990290|2933
962072990290|7460
549756129895|139
549756129895|298
549756129895|3041
549756129895|3074
549756129895|3086
549756129895|8841
962072990327|139
962072990327|2029
962072990327|7460
962072990327|9040
962072990327|12137
962072990327|13972
412317176458|139
412317176458|1025
412317176458|7380
412317176458|7460
824634036877|139
824634036877|293
824634036877|589
824634036877|2805
824634036877|2812
824634036877|2908
962072990355|139
962072990355|2805
962072990355|2823
962072990355|12296
893353513636|139
893353513636|1525
893353513636|2805
893353513636|3052
893353513636|8841
481036653241|139
481036653241|1410
481036653241|1986
481036653241|1996
481036653241|3086
481036653241|3090
481036653241|7380
481036653241|12296
687195083461|139
687195083461|571
687195083461|589
687195083461|1025
687195083461|2017
687195083461|2968
755914560237|139
755914560237|2823
755914560237|8829
687195083502|139
687195083502|1403
687195083502|2009
687195083502|2805
687195083502|3105
687195083502|13972
962072990460|1176
962072990460|1526
962072990460|2959
962072990460|6440
962072990460|7176
687195083521|65
481036653330|65
549756130078|65
549756130078|8736
1030792467243|65
1030792467266|65
824634037079|65
893353513831|65
687195083630|782
687195083630|1404
687195083630|2819
687195083630|4948
687195083630|14487
412317176700|587
412317176700|2206
412317176700|6108
412317176700|6947
412317176700|11268
412317176700|11590
687195083653|800
687195083653|1178
687195083653|1404
687195083669|142
687195083669|1404
687195083669|10936
755914560423|1420
755914560423|12090
755914560431|1420
755914560431|3044
755914560431|5003
755914560448|1420
755914560448|12246
755914560448|13316
755914560458|1420
755914560458|2795
755914560458|6072
755914560458|9281
755914560479|1420
755914560479|9110
755914560479|11801
755914560483|1420
755914560483|9269
755914560483|11679
755914560494|795
755914560494|1420
755914560494|1987
755914560494|2820
755914560494|2867
755914560494|2906
755914560494|11377
755914560494|11689
755914560494|11911
755914560504|1420
755914560504|2898
755914560504|2965
755914560504|6435
755914560512|1420
755914560512|1768
755914560512|6405
755914560512|9232
755914560512|11571
755914560515|1420
755914560515|5733
755914560515|5848
755914560515|6354
755914560515|14393
755914560526|1420
755914560526|1995
755914560526|6399
755914560526|7691
755914560546|1420
755914560546|2876
755914560546|2927
755914560546|3076
755914560546|6395
755914560546|7575
755914560552|585
755914560552|1420
755914560552|1615
755914560562|783
755914560562|1420
755914560562|1670
755914560562|2936
755914560562|7766
755914560562|9146
755914560562|12305
755914560571|1420
755914560571|9169
755914560582|1420
755914560582|1680
755914560582|2816
755914560582|6862
755914560582|9716
755914560582|13245
755914560584|1420
755914560584|2892
755914560584|5067
755914560584|5108
755914560584|5126
755914560584|6403
755914560584|7566
755914560584|8380
755914560598|1420
755914560598|2041
755914560598|2924
755914560617|777
755914560617|1420
755914560617|1680
755914560617|2847
755914560620|1420
755914560620|3091
755914560620|4949
755914560620|9262
755914560620|11339
755914560633|1420
755914560633|1673
755914560633|9037
755914560633|11378
755914560649|287
755914560649|796
755914560649|1420
755914560649|1547
755914560649|2001
755914560649|2965
755914560649|11983
687195084681|63
1099511945105|63
618475607954|63
687195084697|63
687195084697|1910
893353514910|63
962072991653|63
618475607977|63
618475607990|63
1030792468750|6
1030792468750|468
1030792468750|790
1030792468750|973
1030792468750|2041
1030792468750|2882
893353515668|139
893353515672|139
687195085476|139
893353515697|139
755914562444|1717
1030792469389|1717
1030792469389|2845
824634039198|1717
824634039198|2780
893353515944|1717
893353515960|1717
893353515960|2961
962072992703|1417
755914562507|289
755914562507|1420
755914562507|2979
755914562507|5074
755914562507|7566
755914562507|8453
755914562507|8617
893353515991|2029
893353515991|4863
893353515991|6132
893353515991|6380
893353515991|11329
893353515999|2951
893353515999|2967
893353515999|4863
893353515999|8828
893353515999|9923
893353515999|12166
893353515999|13727
893353516003|2035
893353516003|4863
893353516003|8037
893353516003|9055
893353516003|9323
893353516003|14453
893353516010|4863
893353516010|4993
893353516010|5858
893353516010|6625
893353516010|7501
893353516010|7619
893353516024|2928
893353516024|4863
893353516024|6971
893353516024|7479
893353516024|8018
962072992909|61
962072992909|543
962072992909|1410
962072992909|2790
962072992909|6369
962072992909|6385
962072992909|7517
962072992909|9209
962072992919|61
962072992919|7044
962072992919|9067
962072992919|9329
962072992919|10028
1099511946469|2790
1030792469853|1993
962072993361|292
893353516630|292
893353516630|1401
893353516630|2779
893353516630|7598
962072993387|292
962072993387|802
962072993387|2917
962072993387|2966
893353516669|292
962072993411|292
962072993411|1991
962072993411|2090
962072993411|2893
962072993411|3063
962072993411|6135
962072993411|6900
893353516703|292
893353516703|1995
893353516728|292
893353516728|1991
893353516728|2815
893353516728|5153
893353516763|292
893353516763|2815
893353516763|3037
962072993513|292
962072993513|1401
962072993513|3063
962072993513|3072
962072993531|292
962072993531|2876
962072993531|5153
962072993572|292
962072993572|6931
1030792470386|292
1030792470386|2893
1030792470386|3010
962072993654|292
1030792470410|292
1030792470410|7319
893353516952|292
893353516952|1401
893353516952|2819
893353516952|2929
893353516952|3072
893353516952|12273
1030792470451|292
1030792470451|2893
1030792470451|3035
1030792470451|3063
1030792470451|6135
893353516995|292
893353516995|805
893353516995|7034
962072993772|292
962072993772|802
962072993772|3010
962072993775|292
962072993775|3079
893353517043|292
893353517043|1401
893353517043|2893
893353517043|7598
1030792470533|292
1030792470533|2815
1030792470533|3072
962072993906|6
962072993910|6
962072993910|790
962072993910|2061
824634040454|6
824634040454|2054
824634040454|7526
893353517208|6
893353517208|1177
893353517208|1545
962072993964|6
962072993964|588
962072993964|6413
962072993964|6962
962072993979|6
962072993979|148
893353517254|6
893353517254|790
962072993995|6
962072993995|2115
824634040532|127
824634040532|1986
824634040532|6600
824634040532|6667
824634040532|8047
962072994014|540
962072994014|5631
962072994014|6972
824634040553|127
824634040553|1997
824634040553|2779
824634040553|2948
824634040553|3020
824634040553|6111
824634040553|11642
1030792470782|1167
1030792470782|1617
1030792470782|2027
1030792470797|1167
1030792470797|2805
1030792470797|3009
1030792470797|6367
824634040594|127
824634040594|2795
824634040594|9943
824634040594|13808
824634040608|127
824634040608|784
824634040608|2825
824634040608|5116
824634040608|7772
824634040608|10248
824634040615|127
824634040615|793
824634040615|1198
824634040615|2861
824634040615|6992
962072994090|540
962072994090|1029
962072994090|2041
962072994090|3007
1030792470847|1167
1030792470847|6023
1030792470847|7564
1030792470847|11334
1030792470863|1167
1030792470863|2067
1030792470863|6215
1030792470863|9963
962072994271|801
1030792471027|801
1030792471036|801
962072994307|801
893353517590|801
1030792471071|244
1030792471071|9687
1030792471071|13013
1030792471071|13576
1030792471071|14190
1030792471073|244
1030792471073|978
1030792471073|1998
1030792471073|2788
1030792471073|6427
1030792471073|8884
1030792471092|244
1030792471092|2809
1030792471092|3057
1030792471092|5152
1030792471092|6353
1030792471092|10714
1030792471092|11621
1030792471092|12621
1030792471095|244
1030792471095|11601
1030792471095|11666
1030792471095|15096
1030792471111|244
1030792471111|11597
1030792471116|244
1030792471116|5677
1030792471116|6412
1030792471116|10188
1030792471116|10727
1030792471126|244
1030792471126|788
1030792471126|1758
1030792471126|2800
1030792471126|5107
1030792471126|5142
1030792471126|6829
1030792471126|7511
1030792471126|11389
1030792471131|244
1030792471131|1024
1030792471131|2894
1030792471131|9258
1030792471131|9342
1099511947972|4
1030792471458|290
1030792471458|5872
1030792471458|7547
962072994744|290
962072994744|974
962072994744|1760
962072994744|7547
1030792471501|290
1030792471501|6361
1030792471520|290
1030792471520|295
1030792471520|585
1030792471520|590
1030792471520|798
1030792471520|1991
1030792471520|3080
1030792471520|5054
1030792471520|7526
962072994790|290
962072994790|776
962072994790|7526
1030792471534|290
1030792471534|585
1030792471534|1764
962072994828|290
687195088163|60
687195088163|5183
1030792471844|60
893353518382|60
618475611445|60
1030792471873|60
412317181264|60
549756134737|60
206158751070|2921
206158751070|3062
206158751070|3085
206158751070|4845
206158751070|5289
206158751070|10871
687195088240|598
687195088240|1681
687195088240|1979
687195088240|5121
687195088240|6074
687195088240|6740
687195088240|9291
343597704561|1093
343597704561|2108
343597704561|9232
343597704561|9346
343597704570|1093
343597704570|9195
343597704570|13315
343597704574|1093
343597704574|4957
343597704574|9169
343597704581|1093
343597704581|6393
343597704581|7547
343597704581|11730
687195088272|143
687195088272|1979
687195088272|9890
1030792471966|60
1030792471966|139
1030792471966|3000
1030792471966|5170
1030792471966|6932
1030792471966|10857
1030792471987|60
1030792471987|596
1030792471987|1031
1030792471987|6743
549756134848|60
549756134848|589
549756134848|2838
549756134848|6513
343597704658|60
343597704658|808
343597704658|5396
343597704658|7509
549756134872|60
549756134872|6990
549756134872|10857
481036658153|60
481036658153|589
481036658153|1545
481036658153|2107
481036658153|2111
481036658153|2807
481036658153|2943
481036658153|6383
1030792472046|60
1030792472046|974
1030792472046|2111
1030792472046|2983
1030792472046|6418
1030792472046|6917
1030792472046|6991
1030792472051|60
1030792472051|1545
1030792472051|2107
137439274486|60
137439274486|2781
137439274486|2799
137439274486|2823
549756134909|775
549756134909|2423
549756134909|3007
549756134909|5079
549756134909|5734
549756134909|7248
549756134909|9061
549756134909|15873
549756134914|2423
549756134914|2812
549756134914|8892
549756134933|2423
549756134933|7303
549756134933|9026
549756134933|9161
549756134933|11247
549756134943|780
549756134943|2423
549756134943|2813
549756134943|6862
549756134943|6934
549756134943|8171
549756134943|11608
549756134961|2423
549756134961|11918
549756134972|2423
549756134972|2848
549756134972|5108
549756134972|5127
549756134972|9142
549756134972|11122
549756134976|2423
549756134976|2845
549756134976|2878
549756134976|6917
549756134976|11351
549756134976|14846
549756134997|2423
549756134997|6413
549756134997|8727
549756135010|1767
549756135010|2423
549756135010|7019
549756135010|8322
549756135010|9339
549756135012|1173
549756135012|1444
549756135012|2423
549756135012|2783
549756135012|5097
549756135012|7004
549756135012|10741
549756135012|11867
549756135012|12275
549756135018|806
549756135018|1994
549756135018|2423
549756135018|2974
549756135018|5176
549756135018|6010
549756135018|6854
549756135018|6951
549756135018|14741
549756135029|1547
549756135029|2423
549756135029|5548
549756135032|1760
549756135032|2423
549756135032|7255
549756135032|9123
549756135032|11726
549756135042|2423
549756135042|5061
549756135042|9183
549756135042|13094
549756135042|13195
549756135054|2423
549756135054|3046
549756135054|5619
549756135054|6402
549756135054|7010
549756135054|12174
549756135062|6
549756135062|583
549756135062|808
549756135062|2423
549756135062|3111
549756135062|12637
549756135072|2423
549756135072|2909
549756135072|3020
549756135072|6980
549756135072|10339
549756135072|14590
549756135074|2423
549756135074|2953
549756135074|5057
549756135074|5131
549756135074|6251
549756135074|14209
412317181996|244
206158751796|244
343597705270|244
893353519178|244
687195088987|244
412317182059|244
962072995960|244
481036658840|244
687195089071|244
618475612343|244
755914565823|244
274878228674|244
755914565829|244
549756135635|443
549756135635|1765
549756135635|1863
549756135635|2926
549756135635|5136
549756135635|11725
549756135635|13279
824634042588|1934
824634042588|9237
824634042588|11350
824634042588|11385
824634042588|13132
824634042596|1934
824634042596|3058
824634042596|5120
824634042609|1934
824634042609|6429
824634042609|7567
824634042609|9467
824634042609|10449
274878228726|1172
274878228731|468
274878228731|1339
274878228731|6199
274878228731|9104
274878228731|10875
481036658943|293
481036658943|1408
481036658943|2900
481036658943|2990
481036658943|6963
481036658943|7553
481036658943|9275
481036658943|9806
274878228744|2021
274878228744|2873
274878228744|4845
274878228744|11959
687195089168|287
687195089168|1944
687195089168|2021
687195089168|2842
687195089168|9756
687195089168|13074
481036658963|1184
481036658963|1408
481036658963|6389
481036658963|9349
481036658963|11899
481036658963|12821
481036658967|1408
481036658967|1673
481036658967|2845
481036658967|5113
481036658967|7424
481036658967|9233
274878228769|4845
274878228769|8386
274878228769|9351
274878228769|11378
274878228769|11813
274878228769|12505
481036658985|1408
481036658985|1680
481036658985|6377
481036658985|8702
481036658985|10077
481036658985|12118
274878228785|1760
274878228785|2810
274878228785|4845
274878228785|5020
274878228785|8919
687195089220|801
687195089220|1177
687195089220|1944
687195089220|2040
687195089220|2925
687195089220|3063
687195089220|11677
687195089220|13252
481036659030|1408
481036659030|2015
481036659030|2984
481036659030|5047
481036659030|5147
481036659030|9040
481036659030|9266
481036659030|11998
824634043012|206
824634043012|565
824634043012|1766
824634043012|2786
824634043012|2912
824634043012|9001
962072996498|206
962072996498|565
962072996498|2787
962072996498|2904
962072996529|206
962072996529|806
962072996529|2103
962072996529|2838
962072996529|7572
962072996529|12273
824634043066|206
824634043066|7572
824634043066|9036
893353519818|779
893353519818|1541
893353519818|7587
687195089631|1178
687195089631|1410
687195089631|2885
687195089631|9210
687195089650|1024
687195089650|1028
687195089650|1410
687195089650|1940
687195089650|3035
687195089650|4847
687195089650|5068
687195089650|5762
687195089650|9031
687195089650|11570
893353519872|1204
893353519872|1541
893353519872|2889
893353519872|5093
893353519872|10028
893353519872|14976
893353519888|1541
893353519888|2875
893353519888|4962
893353519888|5100
893353519888|5147
893353519888|7694
893353519888|9224
893353519888|11582
962072996628|1541
962072996628|2850
962072996628|2976
962072996645|468
962072996645|1541
962072996645|1909
962072996645|11743
687195089720|1410
687195089720|2115
687195089720|2830
687195089720|2925
687195089720|6371
687195089720|9330
893353519931|777
893353519931|1541
893353519931|5079
893353519931|6557
893353519931|6953
893353519931|8702
893353519931|8841
893353519931|9864
893353519931|11743
893353519931|13179
893353519931|13427
687195089724|1410
687195089724|5848
962072996684|1541
962072996684|1953
962072996684|3040
962072996684|4971
962072996684|6449
962072996684|12380
893353519956|1541
893353519956|6565
893353519956|7496
893353519956|9094
893353519956|9258
893353519956|12163
893353519956|15172
893353519976|1541
893353519976|5176
893353519976|12122
893353519983|140
893353519983|1541
893353519983|2819
893353519983|2974
893353519983|6918
893353519983|6990
893353519983|9182
687195089776|1410
687195089776|9320
962072996741|1541
962072996741|2822
962072996741|6396
962072996747|1207
962072996747|1541
962072996747|2805
962072996747|6954
962072996747|10543
962072996747|12632
687195089818|1410
687195089818|7884
687195089818|11583
893353520044|781
893353520044|1023
893353520044|1541
893353520044|5076
893353520044|7513
893353520044|9648
962072996781|1541
962072996781|2081
962072996781|7570
962072996781|8566
962072996781|8625
962072996781|11319
893353520056|1541
893353520056|2042
