:START_ID(Person)|:END_ID(Organisation)|workFrom:INT
15393162790207|1474|2010
15393162790207|1450|2010
15393162790207|1534|2010
15393162790885|449|2002
17592186044864|912|2003
17592186044864|925|2004
17592186047020|927|2008
21990232555889|919|2008
21990232558274|515|2005
21990232558274|540|2006
21990232558274|542|2005
21990232558274|543|2006
21990232558274|431|2006
24189255811086|593|2002
24189255811086|1011|2002
24189255811086|598|2004
24189255811086|605|2003
26388279067813|770|2009
26388279067813|767|2009
26388279068053|180|2004
26388279068053|181|2004
26388279068053|137|2005
26388279068053|156|2004
26388279068206|160|2004
26388279068206|1254|2004
26388279068206|587|2004
26388279068635|1560|2010
26388279068635|1561|2010
26388279070243|518|2006
26388279070243|520|2006
28587302325553|304|2010
28587302325553|306|2010
28587302325553|307|2008
28587302325553|301|2009
30786325579016|1315|2008
30786325579016|1304|2008
30786325579016|1307|2010
30786325579247|547|2003
30786325579247|549|1999
30786325579247|552|2000
30786325580379|961|2012
30786325580379|968|2006
30786325580379|956|2008
30786325580379|957|2009
30786325580379|959|2012
30786325580460|1153|2012
30786325580460|1145|2006
30786325580460|1162|2012
30786325580460|1164|2010
30786325580460|94|2012
32985348836967|775|2011
32985348836967|167|2012
32985348836967|152|2011
32985348836967|157|2011
32985348836967|142|2010
35184372091801|674|2009
512|912|2005
512|929|2005
512|935|2004
1734|960|2007
1734|968|2007
1734|958|2006
2199023258011|400|2004
2199023258011|399|2002
4398046513374|917|2005
4398046513374|919|2006
4398046513374|937|2006
4398046513374|909|2005
4398046514167|915|2008
4398046514167|916|2009
4398046514167|909|2008
4398046514167|910|2009
6597069769226|835|2002
6597069769226|841|2001
6597069769397|5|2002
8796093024366|1561|2010
8796093025431|768|2010
8796093025431|769|2011
8796093025431|761|2009
8796093025431|765|2009
10995116279039|565|2005
10995116279039|568|2003
10995116281564|234|2010
13194139536555|1549|2009
15393162792641|824|2008
17592186047698|1093|2008
17592186047698|1094|2007
17592186047698|1095|2010
17592186048248|1568|2005
17592186048248|1567|2005
19791209302055|1462|2002
19791209302055|1526|2002
19791209302055|1480|2002
24189255813016|296|2011
24189255813016|297|2011
24189255813016|298|2011
26388279067512|546|2001
26388279067512|551|2000
26388279067512|554|2002
26388279067512|539|2000
26388279067512|541|2000
26388279067871|929|2002
26388279068756|918|2005
26388279068756|926|2004
26388279069653|33|2006
26388279069653|25|2006
26388279069653|27|2006
26388279069653|30|2005
26388279069723|289|2007
26388279069723|274|2007
26388279069723|269|2006
28587302322515|7|2002
28587302322515|10|2001
28587302323673|817|2012
28587302323673|1176|2012
28587302323673|1177|2011
28587302323673|1180|2012
28587302324133|1117|2004
28587302324133|1118|2004
30786325579003|1408|2009
30786325579003|1425|2009
30786325579003|1396|2008
30786325579003|1401|2009
30786325579003|1419|2007
32985348833314|22|2009
32985348833314|31|2007
32985348837023|1568|2010
32985348837023|1567|2009
407|964|2004
407|966|2006
407|959|2005
1573|737|2003
1573|738|2003
1573|740|2003
1573|745|2003
1573|748|2002
2199023255637|928|2009
2199023255637|913|2008
2199023255637|924|2009
2199023255637|813|2008
2199023257261|675|2003
2199023257261|667|2003
2199023257261|668|2005
2199023258458|937|2008
2199023258458|106|2008
2199023258458|925|2007
2199023258458|926|2006
4398046511152|832|2011
4398046511152|842|2007
4398046511152|829|2009
4398046512356|932|2006
4398046512820|887|2002
4398046512820|409|2001
4398046512820|890|2002
4398046512820|891|2001
4398046514855|308|2011
4398046514855|325|2011
4398046514855|309|2011
4398046514855|313|2012
4398046514855|318|2011
6597069767067|591|2009
6597069767377|549|2003
6597069767377|541|2003
6597069767708|1117|2001
6597069767708|1118|1999
8796093024507|546|2004
8796093024507|547|2004
8796093024507|552|2005
8796093024507|538|2005
8796093025978|957|2010
10995116281603|796|2008
13194139534593|913|2011
13194139534593|937|2010
13194139534593|911|2010
15393162791421|925|2002
17592186046362|290|2007
17592186046362|275|2007
17592186046362|277|2006
17592186046362|266|2007
17592186046362|269|2006
17592186047133|887|2008
17592186047133|889|2008
17592186047133|894|2008
19791209301284|1380|2012
19791209301284|1351|2010
19791209301284|1353|2004
19791209301284|1359|2011
19791209301529|539|2003
19791209301529|542|2003
19791209301529|543|2004
21990232556166|549|2012
21990232556166|552|2011
21990232556166|542|2011
21990232558291|775|2003
21990232558291|1097|2002
24189255811234|7|2006
24189255812364|71|2009
24189255812364|58|2010
24189255812364|77|2008
26388279067147|592|2007
26388279067147|597|2007
26388279069042|638|2000
26388279069462|263|2000
26388279069462|280|2000
26388279069462|267|2001
26388279069462|269|2000
26388279069462|287|2001
26388279070247|8|2000
26388279070247|9|2000
28587302322809|936|2000
28587302322809|923|1999
28587302322809|925|1998
28587302322809|926|2000
28587302325401|1559|2011
32985348836884|416|2001
32985348836884|439|2002
32985348836884|411|2001
32985348836884|430|2001
1242|1266|2009
1242|1253|2009
1242|1270|2010
1242|255|2009
2817|930|2004
2817|915|2004
2817|932|2004
2817|916|2002
2817|919|2003
4398046511884|573|2007
4398046514948|545|2004
4398046514948|550|2005
4398046514948|552|2005
4398046514948|553|2005
4398046514948|538|2006
8796093025804|350|2009
10995116281495|1314|2005
10995116281495|1315|2005
10995116281495|1307|2006
13194139534382|578|2003
13194139534382|563|2003
13194139534382|565|2003
13194139534382|556|2004
13194139534382|572|2002
13194139534624|913|2006
13194139534624|914|2004
13194139534624|931|2006
13194139534624|919|2010
13194139534624|925|2012
13194139536063|1157|2003
15393162790472|296|2011
15393162790472|297|2010
19791209300151|676|2012
19791209300151|680|2007
19791209300151|681|2011
19791209300151|685|2012
19791209300151|671|2012
19791209301239|930|2009
19791209301239|923|2010
26388279068176|932|1999
26388279068176|933|2000
26388279068176|918|2000
26388279068176|938|2001
26388279068176|1564|1999
26388279068264|540|2009
28587302324599|1557|2006
28587302324599|1560|2006
28587302324599|1561|2007
28587302324619|1320|2009
28587302324619|1321|2010
28587302324619|1322|2010
28587302324619|1323|2010
30786325581206|933|2009
32985348833887|914|2006
32985348833887|934|2005
32985348833887|909|2006
32985348834919|544|2009
32985348834919|549|2008
32985348834919|538|2008
32985348835117|826|2009
32985348836848|922|2008
987|864|2005
987|865|2004
1921|368|2009
1921|369|2005
1921|354|2007
1921|1257|2005
2266|1329|2010
2199023256609|1540|2007
2199023256609|1542|2009
2199023256609|1544|2007
2199023256609|1546|2009
2199023256609|1550|2008
4398046511467|369|2007
4398046512201|291|1998
4398046512201|262|1999
4398046512201|281|1999
4398046512759|865|2006
4398046512759|548|2006
4398046512759|549|2006
4398046512759|539|2005
4398046513700|912|2009
4398046513700|937|2010
6597069766938|758|2007
8796093022368|955|2008
8796093022368|956|2007
8796093022368|958|2007
10995116279629|549|2003
10995116279629|540|2003
10995116279629|541|2003
10995116279780|729|2011
10995116280604|400|2004
10995116280604|399|2005
10995116281407|432|2008
13194139534340|304|2001
13194139534340|551|2003
13194139534340|300|2003
13194139534340|303|2003
13194139535778|87|2011
13194139535778|88|2011
13194139537188|547|2006
15393162790090|1569|2005
15393162790090|1571|2006
15393162790818|32|2007
15393162790818|22|2008
15393162790818|23|2007
15393162790818|25|2008
15393162790818|28|2007
19791209300787|944|2006
19791209300787|948|2010
21990232556621|546|2004
21990232556621|552|2005
21990232556621|553|2006
21990232556621|543|2006
24189255811817|544|2008
24189255811817|554|2009
24189255811817|541|2007
24189255811817|543|2008
24189255814280|549|2009
24189255814280|553|2009
24189255814280|540|2009
24189255814280|542|2009
24189255814809|550|2010
24189255814809|553|2007
24189255814809|554|2011
24189255814809|539|2011
24189255814809|542|2008
26388279067771|544|2009
26388279067771|550|2008
26388279067771|554|2009
26388279067771|539|2008
28587302325036|1298|2009
28587302325036|1300|2010
30786325579940|1558|2003
30786325579940|1559|2004
30786325579940|1560|2002
30786325579940|1561|2002
32985348833931|2|2002
32985348833931|4|2003
32985348833931|5|2003
32985348833931|6|2002
32985348834873|416|2005
32985348834873|435|2005
32985348834873|426|2005
32985348834930|549|2012
32985348834930|554|2011
32985348834930|542|2012
32985348834930|543|2011
465|930|1999
465|932|1998
1355|47|2010
2706|633|2005
3309|802|2008
3309|1139|2009
3309|778|2008
3309|782|2010
2199023257072|288|2000
2199023257072|17|1998
2199023257716|906|2005
2199023257716|923|2005
2199023259215|999|2003
2199023259215|903|2004
2199023259215|904|2002
4398046513367|825|2006
4398046513541|673|2010
4398046513541|675|2008
4398046513541|681|2009
4398046513541|666|2009
4398046513872|34|2009
4398046513872|626|2010
4398046513872|35|2005
4398046513872|39|2007
4398046514922|721|2012
4398046514922|723|2011
4398046514922|1002|2000
4398046514922|716|2010
8796093025409|1105|2008
8796093025409|1076|2008
8796093025409|1046|2008
8796093025409|519|2007
8796093025409|1064|2007
10995116278730|898|2002
10995116278730|931|2001
13194139533817|897|2001
13194139533817|888|2010
13194139533817|894|2010
13194139535511|300|2004
13194139535511|302|2004
13194139535511|303|2004
13194139536470|130|2009
13194139536470|1482|2007
13194139536794|688|2010
13194139536794|683|2008
13194139536794|687|2007
15393162789401|726|2009
15393162789401|727|2009
15393162789401|717|2010
15393162790400|176|2008
15393162790400|184|2011
15393162790400|136|2005
15393162790400|169|2011
17592186045976|550|2010
17592186045976|551|2002
17592186046218|918|2011
17592186046218|919|2010
17592186046218|908|2011
17592186046218|924|2011
17592186046368|889|2005
17592186046368|890|2004
19791209299993|624|2006
19791209299993|642|2006
19791209299993|630|2006
19791209299993|621|2007
19791209299993|622|2007
21990232559158|887|2009
21990232559158|888|2011
21990232559158|890|2009
21990232559158|893|2009
21990232559158|894|2011
24189255811455|961|2010
24189255811455|965|2011
24189255811455|953|2008
24189255811455|957|2010
24189255813100|759|2000
24189255813100|1560|1999
24189255813100|765|1998
24189255813100|767|1999
24189255813156|796|2003
24189255813156|780|2004
24189255813156|797|2004
24189255814145|546|2004
24189255814145|547|2005
24189255814145|539|2005
24189255814145|541|2005
24189255814900|908|2010
24189255814901|182|2003
26388279067532|1298|2009
26388279068701|928|2005
26388279068701|937|2005
26388279068701|925|2006
28587302325640|933|2010
28587302325640|936|2009
28587302325640|253|2009
28587302325640|911|2010
28587302325640|927|2009
30786325580099|447|2008
30786325580642|405|2004
30786325580642|407|2004
30786325580642|408|2003
32985348834013|861|2002
32985348834013|862|2001
1984|833|2005
1984|837|2006
1984|831|2005
2186|1190|2005
2792|775|2007
2792|232|2006
2792|233|2005
2792|236|2006
2792|223|2006
2199023258991|195|2007
2199023258991|198|2006
2199023258991|199|2008
4398046512890|553|2003
4398046512890|541|2003
6597069770455|550|2005
6597069770455|551|2005
8796093022647|721|2003
8796093022647|722|2002
8796093022647|725|2003
8796093022647|717|2002
8796093022909|729|2005
10995116279227|551|2006
10995116279227|552|2007
10995116279227|554|2008
10995116279227|541|2006
10995116279620|931|2005
15393162789112|1217|2003
15393162789112|1191|2002
15393162789112|1225|2004
17592186045005|904|2007
17592186045005|333|2007
19791209300143|912|2009
19791209302341|540|2007
21990232556491|914|2007
21990232556491|937|2007
21990232556491|923|2008
21990232556491|927|2008
24189255811746|1297|1999
24189255811746|1298|1999
24189255811746|1299|1998
24189255813469|910|2008
24189255814087|897|2004
24189255814087|893|2005
26388279066738|1557|2011
26388279066738|1561|2011
26388279066989|916|2003
26388279066989|919|2004
26388279066989|937|2004
26388279068707|1568|2010
26388279068707|1567|2011
26388279068827|1177|2010
26388279068827|1178|2011
26388279068827|1179|2007
28587302322553|1313|2005
28587302322553|1303|2005
28587302322565|801|2008
28587302322565|778|2008
28587302322565|781|2007
28587302326060|1040|2008
28587302326060|1030|2007
28587302326060|1094|2007
28587302326060|1099|2006
28587302326060|1055|2006
30786325580521|548|2000
30786325580521|550|2010
30786325580521|553|2001
30786325580521|541|2002
30786325581563|303|2007
318|758|2008
318|1118|2009
3212|205|2004
3716|1558|2008
3716|1559|2009
3716|824|2009
2199023255558|930|2005
2199023255558|936|2006
2199023255558|921|2006
2199023255558|923|2007
2199023256593|551|2010
2199023256593|541|2012
2199023256593|543|2010
2199023258155|545|2012
2199023258155|553|2011
4398046511734|145|2011
4398046511734|146|2010
4398046511734|181|2005
4398046511734|137|2007
4398046511734|155|2011
4398046511962|534|2011
4398046511962|537|2011
4398046512720|892|2005
6597069769280|931|2005
8796093024671|960|2010
8796093024671|961|2009
8796093024671|955|2009
8796093025734|549|2002
10995116279125|209|2010
10995116279846|448|1998
10995116279846|482|1998
10995116279846|458|2000
10995116279846|460|2000
10995116279846|444|1998
10995116280271|116|2005
15393162789489|829|2004
17592186045739|540|2008
17592186045739|541|2008
17592186045739|669|2008
17592186045739|542|2007
17592186046314|758|2011
17592186046681|836|2004
17592186046681|838|2003
19791209302379|889|2011
19791209302379|890|2008
21990232555586|544|2001
21990232555586|552|2001
21990232555586|553|1999
21990232556826|938|2010
21990232556900|989|2010
21990232557754|550|2001
21990232558891|802|2003
21990232558891|780|2004
21990232558891|782|2003
24189255811155|1089|2005
24189255811155|1057|2004
24189255811155|1098|2005
24189255811155|1101|2005
24189255812662|669|2012
24189255813044|420|2005
24189255813044|422|2005
24189255813044|745|2006
24189255813174|1312|2002
24189255813174|1317|2003
24189255813174|1309|2003
26388279069209|866|2004
28587302325422|208|2007
28587302325422|206|2007
28587302325627|824|2003
28587302325627|826|2003
30786325581117|552|2006
32985348835135|1396|2007
32985348835135|1401|2007
32985348835135|1405|2006
32985348835135|1423|2007
32985348835231|400|2003
32985348835231|399|2002
32985348836997|570|2010
32985348836997|586|2009
32985348836997|588|2009
32985348836997|575|2010
32985348836997|559|2010
238|1345|2005
238|1327|2004
238|1343|2003
2199023256277|1233|2007
2199023256277|1234|2007
2199023256277|767|2006
4398046512603|665|2008
4398046512603|667|2007
4398046512603|671|2007
6597069768305|1250|2003
6597069769502|677|2011
6597069770233|65|2006
6597069770233|53|2007
6597069770233|56|2006
8796093024708|907|2004
8796093024809|585|2008
8796093024809|555|2007
8796093025200|758|2012
8796093025200|1339|2009
8796093025467|1444|2011
8796093025467|1476|2011
8796093025467|1526|2012
8796093025467|1497|2011
10995116279887|548|1999
10995116279887|553|1998
10995116279887|543|2000
15393162790921|1321|2004
15393162790921|1323|2004
15393162790921|1325|2005
17592186048288|601|2006
17592186048288|602|2006
17592186048288|604|2005
19791209303273|400|2006
19791209303273|399|2005
24189255814682|1088|2007
24189255814682|1077|2003
24189255814682|1034|2003
24189255814682|1083|2012
24189255814682|1053|2011
28587302323431|640|2005
28587302323431|580|2005
28587302323431|564|2005
28587302323431|582|2005
28587302323431|557|2005
28587302325802|1504|2008
28587302325802|1462|2007
30786325581128|456|2008
30786325581128|489|2007
30786325581128|462|2008
32985348836147|1568|2006
32985348836147|674|2006
32985348836147|679|2005
32985348836147|668|2005
32985348836147|671|2006
3722|511|2006
2199023257754|33|2011
2199023257754|21|2010
2199023257754|23|2011
2199023257754|25|2010
4398046512221|534|2002
4398046512568|675|2006
4398046512568|676|2011
4398046512568|682|2010
4398046512568|667|2008
4398046512737|1042|2006
4398046512737|1107|2006
4398046512737|1077|2005
4398046512737|1095|2006
4398046512737|1051|2005
4398046512766|657|2011
4398046512766|1077|2012
4398046512766|1071|2011
4398046512766|1103|2011
4398046513464|890|2002
4398046513464|895|2003
4398046514324|891|2004
4398046514324|892|2004
6597069766693|914|2011
6597069766693|915|2004
6597069766693|937|2006
6597069766846|6|1999
8796093022325|114|2007
8796093022325|118|2006
8796093022325|111|2005
8796093024336|1117|2003
8796093024336|1118|2004
8796093024408|928|2011
8796093024408|908|2011
8796093024408|925|2011
10995116278031|474|2002
10995116278234|548|2002
10995116279632|1561|2009
10995116279632|542|2009
13194139534185|407|2010
13194139535025|926|2012
13194139536254|835|2009
13194139536254|841|2008
13194139536254|842|2008
13194139536254|831|2009
13194139536254|815|2007
13194139536811|1560|2007
13194139536811|1561|2008
15393162788922|766|2007
17592186046674|516|2009
17592186046674|804|2009
17592186046674|794|2009
17592186047272|896|2006
17592186047272|888|2007
17592186047272|889|2008
17592186047272|895|2012
21990232555934|552|2004
21990232555934|540|2004
21990232559086|1002|2008
21990232559086|538|2008
24189255811099|980|2008
24189255812877|1557|1999
24189255812877|1560|1999
24189255812877|1561|2000
24189255813086|887|2006
24189255813086|893|2003
24189255813086|894|2012
24189255813921|541|2007
24189255813966|2|2004
24189255813966|4|2004
24189255814011|913|2004
24189255814011|934|2005
24189255814011|907|2005
24189255814011|909|2004
24189255814011|926|2004
28587302323642|545|2008
28587302323642|549|2009
28587302323642|539|2008
28587302323642|543|2008
30786325581549|954|2005
1148|296|2009
1148|297|2009
1148|298|2008
3661|758|2005
2199023256298|402|2009
2199023256298|116|2006
2199023256298|104|2005
2199023256298|315|2003
2199023256298|830|2003
2199023258721|962|2001
2199023258721|964|2002
2199023258721|959|2001
4398046513246|1008|2003
4398046513246|553|2002
4398046513246|541|2002
4398046513246|543|2002
4398046513246|15|2002
6597069768671|1120|2011
8796093022938|539|2007
8796093022938|540|2006
8796093023577|459|2005
8796093023577|445|2005
8796093023577|478|2004
8796093024337|546|2007
8796093024337|547|2008
8796093024337|549|2010
8796093024337|542|2012
8796093024337|543|2009
10995116278264|549|2002
10995116278320|1321|1999
10995116278320|1322|2001
10995116278320|1324|2002
10995116278320|717|2011
13194139537011|1488|2006
13194139537011|1525|2005
13194139537011|1512|2001
13194139537011|1468|2007
13194139537011|1455|2006
17592186047926|1426|2008
17592186047926|1411|2008
17592186047926|1398|2009
17592186047926|1436|2008
19791209300463|912|2010
19791209300463|932|2012
19791209300463|909|2011
19791209300463|927|2011
19791209302957|294|2007
24189255811315|1335|2002
24189255811315|1341|2000
24189255811315|1326|2003
26388279068490|256|2008
26388279068490|258|2008
26388279068490|254|2009
26388279069561|554|2004
26388279069561|543|2004
26388279070350|550|2008
26388279070350|219|2007
28587302322250|538|2006
28587302322250|554|2006
28587302322250|541|2006
28587302322250|543|2007
28587302324583|705|2010
28587302324583|708|2008
28587302324583|712|2009
28587302324583|715|2009
28587302324992|841|2001
28587302325694|906|2009
30786325580879|259|2009
32985348835576|146|2000
32985348835576|181|2000
32985348836434|554|2004
32985348836434|540|2008
3528|960|2007
3528|963|2007
3528|953|2007
3528|957|2007
2199023258437|550|2006
2199023258437|541|2007
2199023258437|543|2006
4398046511779|1562|1999
4398046511779|1565|2000
4398046511779|1566|2000
6597069768087|894|2002
6597069769310|932|2003
6597069769600|918|2002
8796093023560|550|2000
8796093023560|551|2003
8796093023560|554|2007
8796093023560|540|2011
8796093024588|897|2007
8796093024588|887|2007
8796093024588|889|2007
8796093024588|893|2008
8796093025305|809|2003
8796093025305|811|2004
8796093025305|812|2004
10995116280017|864|2004
10995116280017|865|2009
10995116280017|866|2002
13194139533584|546|2007
13194139533584|547|2007
13194139533584|550|2007
13194139534279|962|2010
13194139534279|950|2010
19791209300882|989|2009
24189255813287|547|2009
24189255813287|552|1999
24189255813287|538|1998
24189255813287|543|2011
24189255814130|627|2000
26388279068735|965|2011
26388279068735|950|2011
26388279068735|968|2011
26388279068735|953|2012
26388279068735|957|2010
28587302322247|1117|2002
28587302322247|1118|2002
35184372090192|887|2002
35184372090192|893|2002
35184372090192|894|2002
35184372090192|895|2002
1079|891|2003
1079|893|2004
2199023258552|553|2004
2199023258552|539|2004
2199023258552|540|2004
2199023258552|543|2005
2199023259025|132|2008
2199023259025|54|2008
2199023259025|61|2008
4398046512902|547|2012
4398046512902|549|2011
4398046512902|539|2010
4398046512902|543|2009
6597069767061|930|2003
6597069769386|1469|2011
10995116279167|1569|2006
10995116279167|1573|2007
13194139533505|937|2010
13194139535933|929|2001
15393162789987|1557|2007
15393162789987|1558|2009
15393162789987|1561|2007
17592186044868|916|2003
17592186044868|936|2004
17592186044868|922|2004
17592186047500|518|2001
17592186047500|520|2002
17592186047500|522|2001
21990232556482|935|2011
21990232556482|910|2009
21990232557970|4|1999
21990232557970|6|2000
21990232558392|546|2006
21990232558392|550|2009
21990232558392|538|2006
21990232558392|539|2011
21990232558392|542|2006
24189255811254|1349|2008
24189255811254|1327|2009
28587302325760|261|2003
28587302325760|281|2003
28587302325760|59|2002
28587302325760|269|2002
28587302325760|271|2001
30786325579482|1378|2008
30786325579482|934|2009
30786325579482|937|2009
30786325579482|908|2010
30786325579482|925|2009
32985348833548|1570|2001
32985348833548|710|2001
35184372092352|1376|2012
35184372092352|1378|2011
35184372092352|1370|2011
3372|949|2012
6597069766659|1056|2004
6597069766659|1075|2004
6597069766659|1034|2004
6597069766659|1070|2003
13194139534578|538|2009
13194139534578|540|2008
13194139534578|541|2005
13194139535446|933|2003
13194139535446|936|2004
13194139535446|926|2004
15393162791869|1346|2006
15393162791869|1343|2007
15393162791869|1327|2006
15393162792354|85|2008
15393162792459|1296|2012
15393162792459|1557|2004
15393162792459|1559|2009
15393162792459|1560|2003
17592186044857|908|2009
17592186047137|465|2004
17592186047137|450|2003
17592186047137|451|2003
24189255813941|915|2003
24189255813941|918|2002
24189255813941|938|2003
24189255813941|925|2003
24189255814889|927|2004
26388279068186|487|2010
26388279068186|445|2011
26388279069359|297|2008
26388279069359|298|2009
30786325580422|296|2007
30786325580422|297|2006
32985348833865|935|2009
32985348833865|920|2012
32985348833865|927|2012
32985348833890|1568|2003
32985348833890|773|2004
32985348833890|56|2004
32985348833890|1567|2003
32985348834053|1491|2005
32985348834053|1463|2009
32985348834053|1464|2008
32985348834053|1531|2006
32985348836506|987|2011
1222|721|2006
1222|722|2007
3192|547|2009
3192|552|2010
3192|553|2009
3192|540|2007
3192|542|2010
2199023256437|486|2002
2199023256437|459|2003
2199023256437|445|2002
2199023258848|1313|2001
2199023258848|776|1999
4398046511424|1477|2007
4398046511424|1518|2009
4398046512376|226|2010
4398046512376|214|2010
4398046512376|233|2011
8796093023133|32|2003
8796093023133|27|2002
10995116277765|1139|2009
10995116277765|597|2009
10995116277765|814|2010
15393162789983|928|2003
15393162789983|934|2002
15393162789983|935|2001
15393162791641|784|2004
15393162791641|801|2003
15393162791641|787|2004
15393162791641|804|2004
15393162791641|796|2005
19791209301833|1118|2011
19791209302425|911|2005
19791209302492|549|2009
19791209302492|550|2007
19791209302492|552|2010
21990232556010|545|2002
21990232556010|553|2003
21990232556010|542|2002
21990232556299|568|2008
21990232556299|571|2009
21990232556299|555|2002
21990232556299|557|2011
21990232556299|575|2009
21990232557741|289|2004
21990232557741|291|2001
21990232557741|261|2011
21990232557741|279|2004
21990232557741|271|2012
21990232558496|721|2009
21990232558496|717|2009
24189255814567|1074|2004
24189255814567|1091|2005
24189255814567|1038|2005
24189255814567|1086|2003
26388279067358|932|2004
26388279067551|548|2001
26388279067551|549|2002
26388279068863|553|2000
26388279068863|539|2000
26388279068863|543|2001
28587302323281|1177|2009
28587302323281|1178|2008
28587302323281|1179|2009
30786325578988|1154|2012
30786325578988|1151|2012
30786325580376|577|2007
30786325580376|564|2006
30786325580376|585|2007
30786325580376|587|2006
30786325580396|577|2005
30786325580396|580|2005
30786325580396|567|2004
32985348836454|1359|2011
35184372089323|177|2010
35184372089323|179|2009
35184372089323|164|2008
35184372089323|138|2009
35184372089323|157|2008
2199023258191|916|2009
2199023258191|908|2009
4398046511587|53|2011
4398046511587|57|2011
4398046511587|45|2011
4398046511587|78|2010
4398046514193|1266|2006
4398046514193|1254|2011
4398046514193|1271|2006
6597069767415|1568|2007
6597069767415|933|2008
6597069770198|1458|2008
6597069770198|1476|2007
10995116279978|1088|2006
10995116279978|1094|2004
10995116279978|1064|2005
10995116279978|810|2005
13194139533834|548|2002
13194139533834|553|2004
13194139533834|540|2002
13194139536141|257|2009
13194139536141|258|2008
13194139536141|260|2008
13194139536141|253|2009
15393162789604|574|2012
15393162791360|896|2000
15393162791360|889|2000
15393162792145|954|2009
15393162792237|544|2007
15393162792237|545|2006
15393162792237|550|2005
15393162792237|553|2006
15393162792237|539|2005
17592186045572|241|2011
17592186045572|225|2012
17592186045572|213|2011
17592186045572|246|2011
17592186045862|917|2003
17592186045862|918|2003
17592186048298|197|2009
17592186048298|203|2010
17592186048298|204|2011
19791209301990|805|2012
21990232555611|1177|2003
21990232556897|1564|2002
26388279069182|976|2003
26388279070479|1088|2004
26388279070479|1041|2004
26388279070479|1107|2004
26388279070479|1096|2003
28587302322294|426|2001
28587302322294|413|2001
28587302324309|913|2008
28587302324309|931|2008
28587302324309|932|2008
28587302324309|933|2007
28587302324309|924|2008
28587302324631|1296|2007
28587302324631|1299|2007
28587302325776|1040|2001
30786325577752|917|2009
30786325577752|919|2012
30786325577752|937|2005
30786325577752|938|1999
30786325577752|906|2005
30786325578617|961|2004
30786325578617|956|2004
32985348836975|131|2002
32985348836975|133|2004
32985348836975|134|2003
32985348836975|59|2004
976|551|2009
2310|533|2005
2310|537|2006
2199023256236|931|2008
2199023256236|927|2009
2199023257965|1427|2006
2199023257965|1390|2006
2199023257965|1422|2007
2199023258230|552|2010
2199023258230|542|2007
2199023258230|543|2011
2199023258736|690|2002
2199023258736|693|2002
2199023258736|686|2002
4398046512573|578|2011
4398046512573|580|2010
6597069766733|465|2006
8796093023679|549|2006
13194139533391|984|2000
13194139533391|985|2001
13194139536094|736|2009
13194139536094|735|2006
13194139536201|919|2001
13194139536201|907|2000
13194139536201|926|2000
13194139537058|1295|2001
17592186046534|928|2012
17592186046534|911|2012
17592186047407|1240|2012
17592186047407|478|2012
17592186048140|1072|1999
17592186048140|1074|1999
17592186048140|1077|2000
19791209300178|928|2006
19791209300178|918|2005
19791209300178|920|2005
19791209300178|924|2004
21990232558208|545|2007
21990232558523|2|2002
21990232558523|3|2004
24189255811227|1117|2010
24189255811227|1118|2010
24189255812053|1026|2010
24189255812053|341|2006
24189255812053|890|2012
24189255813220|1516|2000
24189255813925|1174|2010
24189255813925|1175|2002
24189255813925|1177|2000
24189255813925|1180|2012
26388279066936|928|2006
26388279066936|913|2006
26388279066936|918|2005
26388279066936|921|2007
26388279066936|926|2005
26388279069602|1449|2011
26388279069602|1513|2007
26388279069602|1467|2012
26388279069602|1468|2008
28587302325712|1009|2010
28587302325712|1475|2011
28587302325712|597|2010
30786325579492|1001|2010
32985348836292|912|2004
32985348836292|921|2003
32985348836292|922|2004
32985348836292|938|2004
32985348836292|910|2003
1184|1219|2005
1184|1192|2007
2199023256427|546|2003
2199023258871|541|2012
4398046512844|1184|2002
4398046512844|1203|2002
4398046512844|1196|2003
4398046514225|1169|2001
8796093022983|928|2003
8796093022983|906|2004
8796093022983|925|2004
8796093025131|546|2009
8796093025131|551|2009
8796093025131|553|2010
8796093025512|954|1999
13194139535700|1174|2005
13194139535700|1176|2004
13194139535700|1178|2004
15393162789228|1145|2010
15393162789228|1163|2011
15393162790096|1490|2005
15393162790096|1465|2005
15393162791751|1329|2003
15393162791751|1333|2004
15393162791751|1337|2003
15393162791751|1341|2004
15393162791751|1326|2002
17592186045945|758|2008
17592186046393|787|2005
17592186046393|803|2004
17592186046393|901|2006
17592186046393|790|2006
19791209300595|888|2000
19791209303472|544|2000
24189255812629|931|2006
24189255812629|934|2006
24189255812629|925|2007
24189255812890|1279|2011
26388279067560|980|1999
26388279067560|758|2000
26388279067849|149|2012
26388279067849|151|2009
26388279068195|139|2004
26388279068783|5|2009
26388279068783|6|2010
26388279069199|1511|2001
26388279069199|1512|2001
26388279069199|1529|2001
26388279069872|418|2005
28587302323577|106|2009
28587302323577|107|2008
28587302323975|1539|2012
28587302323975|1555|2012
28587302323975|1540|2012
28587302323975|729|2012
28587302323975|1547|2012
28587302325681|374|2003
30786325579330|465|2008
30786325579330|458|2010
30786325579941|810|2012
30786325579941|812|2012
30786325579941|813|2012
30786325580446|257|2011
30786325580446|548|2011
30786325580446|539|2011
32985348835035|758|2007
32985348836952|400|2011
3791|0|2005
3791|1|2006
3791|2|2007
3791|4|2006
3791|5|2006
2199023256031|257|2009
2199023256031|259|2009
2199023256031|903|2011
2199023256742|928|2010
2199023256742|932|2008
