:START_ID(Forum)|:END_ID(Tag)
274877915749|3108
274877915749|5117
274877915749|5197
274877915749|5997
274877915749|6369
274877915749|7030
274877915749|7526
274877915749|7534
274877915749|7603
274877915749|7880
274877915749|8320
274877915749|8754
274877915749|9388
274877915749|9486
274877915749|11408
274877915749|12776
274877915749|13821
274877915750|445
274877915750|2790
274877915750|2840
274877915750|5189
274877915750|6440
274877915750|6704
274877915750|7354
274877915750|9163
755914252903|2840
481036345960|2840
412316869225|2840
962072683114|7354
687194776171|7354
755914252909|2790
1030792159854|5189
412316869231|2840
549755822704|6704
893353206385|6440
893353206386|9163
618475299443|2840
824633729652|445
412316869237|6704
343597392503|445
687194776185|445
1030792159866|2840
755914252923|2840
481036345981|6440
549755822718|9163
412316869247|445
412316869248|6704
343597392513|0
343597392513|8
343597392513|138
343597392513|565
343597392513|590
343597392513|784
343597392513|786
343597392513|788
343597392513|795
343597392513|1176
343597392513|1616
343597392513|1863
343597392513|1954
343597392513|1990
343597392513|2018
343597392513|2785
343597392513|2792
343597392513|2832
343597392513|2842
343597392513|2849
343597392513|2871
343597392513|2910
343597392513|2943
343597392513|2954
343597392513|3009
343597392513|3096
343597392513|3104
343597392513|5288
343597392513|5445
343597392513|6358
343597392513|6439
343597392513|6714
343597392513|6991
343597392513|7603
343597392513|7609
343597392513|9036
343597392513|9163
343597392513|9227
343597392513|9310
343597392513|9576
343597392513|10158
343597392513|11234
343597392513|12075
343597392514|1876
481036345987|1932
481036345987|2933
962072683140|1932
824633729669|2933
755914252934|2933
893353206407|1932
1030792159880|1932
687194776201|2933
481036345994|1932
962072683147|2933
549755822732|1932
893353206413|1932
618475299471|1932
1030792159888|2933
824633729681|2933
755914252947|1932
893353206420|1932
618475299477|2933
481036346006|1932
618475299479|1932
549755822744|148
549755822744|596
549755822744|780
549755822744|1172
549755822744|1180
549755822744|1192
549755822744|1206
549755822744|1454
549755822744|1760
549755822744|1763
549755822744|1863
549755822744|1911
549755822744|1984
549755822744|1986
549755822744|2001
549755822744|2071
549755822744|2786
549755822744|2797
549755822744|6413
549755822744|6945
549755822744|9319
549755822744|12416
549755822744|13815
1099511636633|2071
687194776218|1984
962072683163|1760
1030792159900|148
618475299485|1206
962072683166|12416
893353206431|1172
687194776225|2071
893353206434|780
687194776229|148
618475299495|6945
755914252968|9319
755914252969|148
1030792159914|1986
618475299499|6
618475299499|8
618475299499|295
618475299499|573
618475299499|575
618475299499|596
618475299499|775
618475299499|779
618475299499|1178
618475299499|1180
618475299499|1191
618475299499|1454
618475299499|1614
618475299499|1762
618475299499|1984
618475299499|2023
618475299499|2068
618475299499|2837
618475299499|2919
618475299499|3034
618475299499|4847
618475299499|5085
618475299499|6413
618475299499|6945
618475299499|6990
618475299499|11258
618475299499|11379
618475299499|11628
618475299499|11742
618475299499|12002
618475299500|1
618475299500|2023
618475299500|2894
618475299500|2959
618475299500|5161
618475299500|5191
618475299500|6413
687194776237|5161
687194776238|1
824633729711|2023
962072683185|1
755914252978|6413
755914252980|2959
824633729717|2959
618475299510|5161
893353206455|1
618475299512|5161
824633729722|6413
618475299515|1
687194776252|6413
962072683197|2894
755914252990|1
687194776255|6
755914252992|1981
755914252993|6
755914252993|973
755914252993|6413
755914252993|11695
755914252994|60
755914252994|62
755914252994|284
755914252994|295
755914252994|471
755914252994|501
755914252994|779
755914252994|780
755914252994|781
755914252994|784
755914252994|1170
755914252994|1546
755914252994|1614
755914252994|1759
755914252994|1908
755914252994|2023
755914252994|2059
755914252994|2066
755914252994|2068
755914252994|2079
755914252994|2091
755914252994|2118
755914252994|2777
755914252994|2784
755914252994|2790
755914252994|2811
755914252994|2827
755914252994|2837
755914252994|2845
755914252994|2854
755914252994|2878
755914252994|2885
755914252994|2951
755914252994|2960
755914252994|2975
755914252994|2978
755914252994|2979
755914252994|2987
755914252994|3080
755914252994|5132
755914252994|5159
755914252994|6082
755914252994|6367
755914252994|6383
755914252994|6692
755914252994|6945
755914252994|6959
755914252994|7507
755914252994|7596
755914252994|7604
755914252994|8546
755914252994|9150
755914252994|9161
755914252994|9209
755914252994|12548
755914252994|13821
824633729731|466
824633729731|5438
824633729732|466
824633729733|466
893353206470|5438
893353206471|466
962072683208|466
893353206473|466
893353206474|5438
1030792159950|5438
824633729743|6
824633729743|973
824633729743|1180
824633729743|1186
824633729743|1187
824633729743|1984
824633729743|2115
824633729743|6945
824633729744|147
824633729744|471
824633729744|597
824633729744|775
824633729744|1164
824633729744|1940
824633729744|2004
824633729744|2019
824633729744|2825
824633729744|3072
824633729744|6368
824633729744|6413
824633729744|7509
824633729744|9146
824633729744|9310
824633729744|12002
893353206488|2019
824633729753|6368
893353206490|775
824633729755|4849
824633729756|138
824633729756|173
824633729756|205
824633729756|297
824633729756|594
824633729756|778
824633729756|1174
824633729756|1176
824633729756|1184
824633729756|2017
824633729756|2113
824633729756|2779
824633729756|2781
824633729756|2790
824633729756|2831
824633729756|2872
824633729756|2876
824633729756|2886
824633729756|2927
824633729756|2944
824633729756|3009
824633729756|5129
824633729756|5370
824633729756|5450
824633729756|7313
824633729756|7509
824633729756|9474
824633729756|15360
824633729757|6
824633729757|468
824633729757|596
824633729757|1177
824633729757|2068
824633729757|2849
824633729757|6413
893353206494|543
893353206494|1032
893353206494|1170
893353206494|1207
893353206494|1410
893353206494|1987
893353206494|1996
893353206494|2043
893353206494|2089
893353206494|2957
893353206494|2998
893353206494|5115
893353206494|5161
893353206494|6413
893353206494|7519
893353206494|7557
893353206494|7580
962072683233|1996
962072683234|543
1030792159971|1410
893353206503|291
893353206503|417
893353206503|458
893353206503|469
893353206503|545
893353206503|583
893353206503|596
893353206503|787
893353206503|1176
893353206503|1375
893353206503|1403
893353206503|1450
893353206503|1617
893353206503|1670
893353206503|1683
893353206503|1740
893353206503|1984
893353206503|1992
893353206503|2026
893353206503|2037
893353206503|2067
893353206503|2076
893353206503|2108
893353206503|2777
893353206503|2794
893353206503|2797
893353206503|2837
893353206503|2838
893353206503|2862
893353206503|2865
893353206503|2869
893353206503|2908
893353206503|2919
893353206503|2999
893353206503|3012
893353206503|3033
893353206503|3051
893353206503|3089
893353206503|3091
893353206503|5118
893353206503|5153
893353206503|5162
893353206503|5571
893353206503|5676
893353206503|6395
893353206503|6962
893353206503|7258
893353206503|7468
893353206503|7488
893353206503|7565
893353206503|7582
893353206503|7594
893353206503|7955
893353206503|7972
893353206503|8176
893353206503|9150
893353206503|9752
893353206503|10449
893353206503|11081
893353206503|12714
893353206503|13834
893353206503|14113
893353206503|14245
893353206504|141
893353206504|564
893353206504|573
893353206504|784
893353206504|1031
893353206504|1201
893353206504|1204
893353206504|1668
893353206504|1681
893353206504|1684
893353206504|1986
893353206504|1989
893353206504|1994
893353206504|2034
893353206504|2777
893353206504|2796
893353206504|2809
893353206504|2815
893353206504|2816
893353206504|2841
893353206504|2882
893353206504|5011
893353206504|5104
893353206504|5880
893353206504|6369
893353206504|7330
893353206504|7582
893353206504|8150
893353206504|9170
893353206504|9209
893353206504|9244
893353206504|9486
893353206504|14175
962072683241|2882
962072683242|1989
1030792159980|7330
893353206509|5011
1030792159984|7330
893353206513|1403
893353206513|6413
1030792159986|6413
962072683251|6413
893353206519|1403
962072683256|1403
1030792159993|6413
962072683258|6413
962072683259|2783
962072683260|61
962072683260|139
962072683260|281
962072683260|282
962072683260|584
962072683260|589
962072683260|786
962072683260|792
962072683260|1023
962072683260|1030
962072683260|1173
962072683260|1187
962072683260|1191
962072683260|1202
962072683260|1454
962072683260|1677
962072683260|1858
962072683260|1985
962072683260|1988
962072683260|2008
962072683260|2025
962072683260|2083
962072683260|2097
962072683260|2780
962072683260|2787
962072683260|2788
962072683260|2792
962072683260|2794
962072683260|2795
962072683260|2798
962072683260|2799
962072683260|2838
962072683260|2889
962072683260|2901
962072683260|2908
962072683260|2918
962072683260|2929
962072683260|2930
962072683260|2936
962072683260|2942
962072683260|2965
962072683260|2968
962072683260|3000
962072683260|3047
962072683260|3066
962072683260|4849
962072683260|5143
962072683260|5156
962072683260|5161
962072683260|5172
962072683260|5190
962072683260|5192
962072683260|5740
962072683260|6399
962072683260|6465
962072683260|7163
962072683260|7395
962072683260|7522
962072683260|7534
962072683260|8417
962072683260|9058
962072683260|9141
962072683260|9317
962072683260|9369
962072683260|10029
962072683260|11408
962072683260|14600
8961|1887
824633729794|1887
137438962436|1887
274877915909|1887
618475299590|1887
206158439175|1887
824633729800|1887
412316869385|1887
755914253066|1887
618475299595|1887
1030792160012|1887
824633729805|1887
68719485710|1887
893353206543|1887
68719485712|1887
687194776337|1887
274877915922|1887
618475299603|1887
962072683284|1887
1030792160021|1887
481036346134|1887
755914253079|1887
687194776344|1887
481036346137|1887
824633729818|1887
8987|1887
8988|1887
343597392669|1887
618475299614|1887
343597392672|1887
412316869409|1887
962072683298|1887
687194776355|1887
893353206564|1887
8997|6
8997|594
8997|973
8997|1021
8997|1180
8997|1201
8997|1989
8997|2837
8997|6358
8997|11644
8998|575
8998|1735
8998|2034
8998|2832
8998|7520
8998|8561
8998|11628
68719485735|6
68719485735|587
68719485735|588
68719485735|782
68719485735|1153
68719485735|1173
68719485735|1179
68719485735|1180
68719485735|1187
68719485735|1193
68719485735|1206
68719485735|1454
68719485735|1545
68719485735|1760
68719485735|1762
68719485735|1863
68719485735|1940
68719485735|2031
68719485735|2048
68719485735|2067
68719485735|5132
68719485735|6413
68719485735|6945
68719485735|9063
68719485735|9479
68719485735|11250
68719485735|11379
68719485736|4
68719485736|441
68719485736|458
68719485736|1546
68719485736|2081
68719485736|2877
68719485736|3025
68719485736|5063
68719485736|5197
68719485736|7015
68719485737|4
68719485737|205
68719485737|283
68719485737|523
68719485737|578
68719485737|811
68719485737|1197
68719485737|1760
68719485737|1771
68719485737|1995
68719485737|2009
68719485737|2044
68719485737|2059
68719485737|2068
68719485737|2781
68719485737|2818
68719485737|2854
68719485737|2959
68719485737|2960
68719485737|2969
68719485737|2975
68719485737|2988
68719485737|3009
68719485737|3043
68719485737|5063
68719485737|5183
68719485737|6377
68719485737|6745
68719485737|6961
68719485737|6981
687194776362|2988
1030792160043|2975
687194776364|6981
343597392685|2818
1030792160046|6745
206158439216|2781
68719485745|2009
137438962482|2969
618475299635|2975
824633729844|3043
755914253109|1771
1030792160055|283
618475299640|283
962072683321|2854
68719485754|578
274877915963|3043
68719485756|1760
412316869437|6745
962072683326|578
274877915967|1197
549755822912|2009
1030792160066|1995
824633729859|578
549755822916|523
412316869445|2969
481036346182|523
893353206599|2818
549755822920|5063
893353206601|2818
206158439242|6981
206158439243|5063
137438962508|247
137438962508|781
137438962508|1766
137438962508|5191
206158439245|781
687194776398|781
618475299663|5191
343597392720|1766
343597392721|5191
962072683346|5191
618475299667|247
824633729876|247
274877915989|247
481036346198|5191
343597392727|1766
274877915992|781
549755822937|781
481036346202|247
618475299675|247
274877915996|781
549755822941|781
206158439262|1766
274877916000|781
412316869473|1766
343597392738|781
824633729892|5191
893353206629|1766
274877916006|5191
412316869479|781
549755822953|1766
687194776426|5191
824633729899|5191
137438962540|138
137438962540|575
137438962540|802
137438962540|1190
137438962540|1929
137438962540|1986
137438962540|2044
137438962540|2780
137438962540|2788
137438962540|3099
137438962540|5791
137438962540|5862
137438962540|6799
137438962540|11376
137438962541|1733
137438962541|2863
137438962541|2968
137438962541|3002
137438962541|7151
206158439278|34
206158439278|568
206158439278|780
206158439278|1185
206158439278|1680
206158439278|1984
206158439278|1992
206158439278|2022
206158439278|2046
206158439278|2052
206158439278|2067
206158439278|2783
206158439278|2828
206158439278|2830
206158439278|2903
206158439278|2910
206158439278|2927
206158439278|3016
206158439278|6153
206158439278|6429
206158439278|7005
206158439278|7358
206158439278|7602
206158439278|7814
206158439278|9040
206158439278|9174
206158439278|9299
206158439278|9474
206158439278|10028
206158439278|10431
412316869487|2067
962072683376|1984
343597392753|568
687194776434|2046
1030792160115|2067
755914253172|2828
755914253173|2927
962072683382|10431
549755822967|2830
343597392760|780
687194776441|10028
274877916026|6153
893353206651|1185
481036346236|9474
618475299709|10431
962072683390|568
962072683391|6153
549755822976|1992
412316869505|3016
618475299714|2046
412316869507|6153
962072683396|2927
343597392773|2910
824633729926|7005
893353206663|780
824633729928|1680
962072683401|9474
412316869514|2046
274877916043|458
274877916043|523
274877916043|593
274877916043|1668
274877916043|1680
274877916043|1765
274877916043|1995
274877916043|2004
274877916043|2010
274877916043|2052
274877916043|2798
274877916043|2807
274877916043|2819
274877916043|2826
274877916043|2832
274877916043|2838
274877916043|2846
274877916043|2885
274877916043|2910
274877916043|2914
274877916043|2959
274877916043|3002
274877916043|3038
274877916043|3082
274877916043|3086
274877916043|4858
274877916043|6368
274877916043|6429
274877916043|6938
274877916043|6993
274877916043|7325
274877916043|9095
274877916043|9150
274877916043|11305
274877916044|1
274877916044|138
274877916044|470
274877916044|572
274877916044|573
274877916044|591
274877916044|778
274877916044|976
274877916044|1545
274877916044|1768
274877916044|1990
274877916044|1996
274877916044|2003
274877916044|2027
274877916044|2029
274877916044|2031
274877916044|2061
274877916044|2095
274877916044|2105
274877916044|2118
274877916044|2778
274877916044|2779
274877916044|2780
274877916044|2786
274877916044|2799
274877916044|2806
274877916044|2827
274877916044|2837
274877916044|2853
274877916044|2855
274877916044|2861
274877916044|2870
274877916044|2873
274877916044|2878
274877916044|2920
274877916044|2921
274877916044|2924
274877916044|2941
274877916044|2962
274877916044|2975
274877916044|3007
274877916044|3026
274877916044|3046
274877916044|3067
274877916044|3072
274877916044|4849
274877916044|5070
274877916044|5642
274877916044|6070
274877916044|6489
274877916044|6497
274877916044|6803
274877916044|7005
274877916044|7015
274877916044|7517
274877916044|8127
274877916044|9144
274877916044|9244
274877916044|9261
274877916044|11320
274877916044|12501
274877916044|14575
343597392781|206
343597392781|275
343597392781|774
343597392781|780
343597392781|1025
343597392781|1027
343597392781|1031
343597392781|1670
343597392781|1986
343597392781|2002
343597392781|2041
343597392781|2808
343597392781|2811
343597392781|3009
343597392781|5620
343597392781|6041
343597392781|6361
343597392781|6362
343597392781|6405
343597392781|6999
343597392781|7200
343597392781|7572
343597392781|8445
343597392781|9161
343597392781|9163
343597392781|9174
343597392781|11483
343597392782|1417
343597392782|2881
343597392782|7519
343597392782|14926
343597392783|4
343597392783|6
343597392783|144
343597392783|206
343597392783|277
343597392783|281
343597392783|282
343597392783|571
343597392783|793
343597392783|800
343597392783|1027
343597392783|1450
343597392783|1676
343597392783|1681
343597392783|1953
343597392783|1989
343597392783|1993
343597392783|1995
343597392783|1996
343597392783|2001
343597392783|2029
343597392783|2037
343597392783|2042
343597392783|2050
343597392783|2054
343597392783|2066
343597392783|2779
343597392783|2785
343597392783|2792
343597392783|2794
343597392783|2801
343597392783|2816
343597392783|2817
343597392783|2819
343597392783|2834
343597392783|2857
343597392783|2865
343597392783|2876
343597392783|2910
343597392783|2912
343597392783|2914
343597392783|2929
343597392783|2935
343597392783|3008
343597392783|3060
343597392783|3068
343597392783|3089
343597392783|3096
343597392783|5147
343597392783|5625
343597392783|5792
343597392783|5848
343597392783|5862
343597392783|6405
343597392783|6585
343597392783|6945
343597392783|6999
343597392783|7032
343597392783|7227
343597392783|7507
343597392783|7538
343597392783|7547
343597392783|7620
343597392783|9097
343597392783|9513
343597392783|10067
343597392783|11376
343597392783|12155
343597392783|12416
343597392783|13895
343597392784|582
343597392784|583
343597392784|808
343597392784|812
343597392784|1193
343597392784|1197
343597392784|1198
343597392784|1206
343597392784|1498
343597392784|1667
343597392784|1674
343597392784|1749
343597392784|1863
343597392784|1990
343597392784|2002
343597392784|2027
343597392784|2047
343597392784|2082
343597392784|2780
343597392784|2789
343597392784|2793
343597392784|2797
343597392784|2808
343597392784|2811
343597392784|2821
343597392784|2866
343597392784|2873
343597392784|2924
343597392784|2942
343597392784|2961
343597392784|2985
343597392784|3023
343597392784|3036
343597392784|3039
343597392784|3053
343597392784|3057
343597392784|3084
343597392784|5061
343597392784|5117
343597392784|5191
343597392784|6981
343597392784|7029
343597392784|7033
343597392784|7598
343597392784|8829
343597392784|9063
343597392784|9076
343597392784|9598
343597392784|13821
481036346257|140
481036346257|142
481036346257|292
481036346257|445
481036346257|470
481036346257|774
481036346257|794
481036346257|799
481036346257|1170
481036346257|1178
481036346257|1545
481036346257|1677
481036346257|1769
481036346257|1863
481036346257|1908
481036346257|1984
481036346257|1988
481036346257|1991
481036346257|2011
481036346257|2021
481036346257|2023
481036346257|2024
481036346257|2047
481036346257|2080
481036346257|2084
481036346257|2779
481036346257|2787
481036346257|2790
481036346257|2793
481036346257|2795
481036346257|2804
481036346257|2831
481036346257|2839
481036346257|2845
481036346257|2853
481036346257|2863
481036346257|2886
481036346257|2927
481036346257|2948
481036346257|2987
481036346257|2997
481036346257|3048
481036346257|3087
481036346257|3114
481036346257|5132
481036346257|5525
481036346257|5893
481036346257|6385
481036346257|6399
481036346257|6735
481036346257|6740
481036346257|6779
481036346257|6826
481036346257|7030
481036346257|7031
481036346257|7118
481036346257|7380
481036346257|7509
481036346257|7516
481036346257|7762
481036346257|8195
481036346257|8349
481036346257|9185
481036346257|9244
481036346257|9314
481036346257|9486
481036346257|10185
549755822994|0
549755822994|279
549755822994|1991
549755822994|2001
549755822994|2054
549755822994|2783
549755822994|2910
549755822994|5216
549755822994|5648
549755822994|6363
549755822994|6645
549755822994|6959
549755822994|6981
549755822994|6987
549755822994|12182
549755822994|13816
549755822996|293
549755822996|565
549755822996|568
549755822996|776
549755822996|803
549755822996|1021
549755822996|1202
549755822996|1421
549755822996|1527
549755822996|1753
549755822996|1762
549755822996|1953
549755822996|1984
549755822996|1994
549755822996|2027
549755822996|2068
549755822996|2069
549755822996|2797
549755822996|2808
549755822996|2811
549755822996|2855
549755822996|2886
549755822996|2936
549755822996|2953
549755822996|2963
549755822996|2964
549755822996|4847
549755822996|5074
549755822996|5085
549755822996|6363
549755822996|6933
549755822996|7015
549755822996|7524
549755822996|7534
549755822996|7547
549755822996|7580
549755822996|8450
549755822996|9143
549755822996|9401
549755822996|10006
549755822996|11557
549755822996|11875
549755822996|12416
1030792160149|2953
618475299734|2808
962072683415|2069
687194776472|2886
824633729945|1421
1030792160154|5074
824633729947|1421
755914253212|803
687194776477|2936
618475299743|1021
1030792160160|1762
618475299746|6933
1030792160163|803
962072683428|1953
618475299749|1021
549755823015|795
549755823015|1188
549755823015|1204
549755823015|1533
549755823015|1615
549755823015|1747
549755823015|1995
549755823015|2005
549755823015|2779
549755823015|2781
549755823015|2808
549755823015|2812
549755823015|2859
549755823015|2869
549755823015|2880
549755823015|2899
549755823015|2921
549755823015|5063
549755823015|5553
549755823015|6033
549755823015|6366
549755823015|6980
549755823015|9811
549755823015|11622
549755823015|12355
549755823015|14304
755914253224|5553
1030792160169|5553
687194776490|14304
824633729963|2808
824633729964|1204
687194776493|2869
687194776494|2808
687194776496|2899
824633729969|5553
824633729970|6366
687194776500|1188
755914253237|1188
893353206710|11622
824633729976|5553
687194776505|12355
618475299770|1749
618475299770|2001
618475299770|2011
618475299770|2023
618475299770|2036
618475299770|2055
618475299770|2065
618475299770|2079
618475299770|2873
618475299770|2992
618475299770|3004
618475299770|3019
618475299770|6982
687194776507|2
687194776507|2057
893353206716|2057
962072683453|2
687194776510|2057
755914253247|2057
1030792160192|2057
687194776513|2
755914253250|2057
755914253251|2
1030792160196|2057
893353206725|2
893353206727|2057
824633729992|2057
824633729993|2
687194776523|1411
893353206732|1411
962072683469|1411
687194776529|1411
824633730002|1411
893353206739|1411
687194776532|1411
687194776533|1411
687194776534|1411
824633730007|1411
1030792160216|1411
962072683482|1411
687194776539|6
687194776539|1940
687194776540|148
687194776540|1857
687194776540|2061
687194776540|2790
687194776540|2822
687194776540|7010
687194776540|11410
687194776540|11888
687194776540|13815
893353206749|2061
962072683488|2790
962072683491|1857
893353206756|1857
824633730021|7010
893353206758|7010
893353206759|11410
824633730024|13815
755914253289|2061
893353206762|148
962072683499|7010
687194776556|0
755914253294|0
755914253295|0
1030792160240|0
755914253297|0
1030792160242|0
962072683507|0
824633730037|0
755914253302|0
824633730039|0
962072683512|0
755914253305|0
1030792160250|0
893353206779|0
687194776574|6
687194776574|206
687194776574|468
687194776574|470
687194776574|571
687194776574|573
687194776574|575
687194776574|578
687194776574|588
687194776574|781
687194776574|973
687194776574|976
687194776574|1170
687194776574|1171
687194776574|1172
687194776574|1174
687194776574|1178
687194776574|1180
687194776574|1187
687194776574|1195
687194776574|1545
687194776574|1548
687194776574|1771
687194776574|1909
687194776574|1940
687194776574|1984
687194776574|2001
687194776574|2005
687194776574|2017
687194776574|2028
687194776574|2031
687194776574|2034
687194776574|2048
687194776574|2070
687194776574|2123
687194776574|2777
687194776574|2876
687194776574|2880
687194776574|2968
687194776574|3004
687194776574|3066
687194776574|5161
687194776574|5162
687194776574|5174
687194776574|6365
687194776574|6395
687194776574|6413
687194776574|6945
687194776574|9058
687194776574|9063
687194776574|9474
687194776574|11250
687194776574|11254
687194776574|11408
687194776574|11557
687194776574|11628
687194776574|12002
1030792160256|1187
755914253313|5162
824633730050|2048
1030792160259|9063
687194776580|12002
755914253317|1195
893353206790|2017
1030792160263|3004
824633730056|578
962072683529|9063
1030792160267|9063
755914253324|976
687194776589|8
687194776589|228
687194776589|469
687194776589|567
687194776589|779
687194776589|1181
687194776589|1668
687194776589|1863
687194776589|1995
687194776589|2016
687194776589|2021
687194776589|2039
687194776589|2060
687194776589|2061
687194776589|2065
687194776589|2078
687194776589|2079
687194776589|2116
687194776589|2778
687194776589|2782
687194776589|2784
687194776589|2785
687194776589|2787
687194776589|2802
687194776589|2806
687194776589|2811
687194776589|2826
687194776589|2841
687194776589|2862
687194776589|2876
687194776589|2912
687194776589|2929
687194776589|2934
687194776589|2935
687194776589|2940
687194776589|3029
687194776589|3030
687194776589|3075
687194776589|3086
687194776589|5116
687194776589|5152
687194776589|5153
687194776589|5158
687194776589|5170
687194776589|5174
687194776589|5648
687194776589|5651
687194776589|6075
687194776589|6413
687194776589|6465
687194776589|6940
687194776589|8024
687194776589|8415
687194776589|8686
687194776589|9238
687194776589|9261
687194776589|9319
687194776589|9603
687194776589|14439
755914253326|198
755914253327|1524
755914253328|283
755914253328|782
755914253328|924
755914253328|2041
755914253328|2833
755914253328|2849
755914253328|2921
755914253328|2925
755914253328|2935
755914253328|2965
755914253328|2979
755914253328|3061
755914253328|3108
755914253328|5147
755914253328|6056
755914253328|6360
755914253328|6368
755914253328|7025
755914253328|9227
755914253328|9486
755914253328|11846
755914253329|138
755914253329|565
755914253329|580
755914253329|775
755914253329|784
755914253329|801
755914253329|810
755914253329|1454
755914253329|1506
755914253329|1595
755914253329|1764
755914253329|1863
755914253329|1992
755914253329|1999
755914253329|2003
755914253329|2016
755914253329|2017
755914253329|2027
755914253329|2040
755914253329|2054
755914253329|2061
755914253329|2064
755914253329|2073
755914253329|2103
755914253329|2777
755914253329|2778
755914253329|2797
755914253329|2865
755914253329|2899
755914253329|2901
755914253329|2909
755914253329|2913
755914253329|2964
755914253329|2972
755914253329|2988
755914253329|2999
755914253329|3021
755914253329|3028
755914253329|3029
755914253329|3050
755914253329|3072
755914253329|5063
755914253329|5085
755914253329|5119
755914253329|5804
755914253329|6413
755914253329|6557
755914253329|6981
755914253329|7380
755914253329|7522
755914253329|7594
755914253329|8741
755914253329|9170
755914253329|9690
755914253329|10533
755914253329|11644
824633730066|1999
893353206804|5804
1030792160277|2054
893353206806|2103
893353206807|5063
893353206808|9170
1030792160282|7522
1030792160283|2016
755914253342|1444
755914253342|1452
755914253342|2784
755914253342|5055
824633730079|292
824633730079|469
824633730079|565
824633730079|804
824633730079|973
824633730079|1176
824633730079|1180
824633730079|1506
824633730079|1615
824633730079|1671
824633730079|1680
824633730079|1735
824633730079|1758
824633730079|1988
824633730079|2078
824633730079|2101
824633730079|2777
824633730079|2782
824633730079|2783
824633730079|2784
824633730079|2786
824633730079|2802
824633730079|2804
824633730079|2810
824633730079|2812
824633730079|2850
824633730079|2894
824633730079|2983
824633730079|2998
824633730079|3001
824633730079|3017
824633730079|3047
824633730079|3068
824633730079|3095
824633730079|5440
824633730079|6354
824633730079|6406
824633730079|7039
824633730079|7092
824633730079|7257
824633730079|7396
824633730079|7552
824633730079|7603
824633730079|8113
824633730079|9076
824633730079|9238
824633730079|9277
824633730079|9317
824633730079|9689
824633730079|9739
824633730079|10612
824633730079|13828
824633730079|14560
824633730081|142
824633730081|294
824633730081|470
824633730081|571
824633730081|780
824633730081|1024
824633730081|1458
824633730081|1547
824633730081|1990
824633730081|1996
824633730081|2010
824633730081|2033
824633730081|2046
824633730081|2777
824633730081|2790
824633730081|2843
824633730081|2845
824633730081|2876
824633730081|3093
824633730081|6369
824633730081|6397
824633730081|7010
824633730081|7582
824633730081|9529
824633730081|10028
962072683554|6369
824633730083|2033
1030792160292|3093
893353206821|2790
893353206822|2777
893353206823|142
824633730090|2843
893353206827|2790
824633730092|3093
824633730093|1862
893353206830|3923
893353206830|8736
893353206831|61
893353206831|142
893353206831|206
893353206831|288
893353206831|294
893353206831|458
893353206831|589
893353206831|782
893353206831|796
893353206831|1022
893353206831|1031
893353206831|1178
893353206831|1184
893353206831|1195
893353206831|1502
893353206831|1615
893353206831|1679
893353206831|1987
893353206831|2003
893353206831|2018
893353206831|2020
893353206831|2024
893353206831|2027
893353206831|2031
893353206831|2780
893353206831|2782
893353206831|2783
893353206831|2786
893353206831|2822
893353206831|2830
893353206831|2902
893353206831|2915
893353206831|2967
893353206831|2972
893353206831|2976
893353206831|2983
893353206831|3034
893353206831|3036
893353206831|4938
893353206831|5115
893353206831|5147
893353206831|5457
893353206831|5954
893353206831|6486
893353206831|6989
893353206831|6990
893353206831|7012
893353206831|7396
893353206831|7509
893353206831|7523
893353206831|8649
893353206831|9061
893353206831|9097
893353206831|9174
893353206831|10449
962072683568|2031
893353206835|7012
893353206836|2780
962072683573|6989
1030792160311|796
962072683576|2822
893353206841|570
893353206841|1502
1099511637050|1502
1030792160315|1502
962072683582|1502
962072683583|1502
1030792160321|1502
962072683587|293
962072683587|577
962072683587|590
962072683587|591
962072683587|776
962072683587|777
962072683587|1024
962072683587|1195
962072683587|1615
962072683587|1616
962072683587|1674
962072683587|1749
962072683587|1984
962072683587|2008
962072683587|2031
962072683587|2032
962072683587|2040
962072683587|2067
962072683587|2077
962072683587|2079
962072683587|2089
962072683587|2092
962072683587|2093
962072683587|2120
962072683587|2785
962072683587|2815
962072683587|2839
962072683587|2843
962072683587|2844
962072683587|2852
962072683587|2894
962072683587|2895
962072683587|2916
962072683587|2957
962072683587|2959
962072683587|2992
962072683587|3061
962072683587|3094
962072683587|5174
962072683587|6458
962072683587|6719
962072683587|6982
962072683587|6987
962072683587|7390
962072683587|11379
962072683587|11557
1030792160324|590
1030792160327|2785
1030792160328|2895
1030792160329|1404
1030792160329|2040
1030792160329|2090
1030792160329|2912
1030792160329|6945
1030792160329|7318
1030792160329|11875
1030792160330|775
1030792160330|973
1030792160330|1174
1030792160330|1175
1030792160330|1545
1030792160330|2019
1030792160330|2068
1030792160330|2778
1030792160330|2867
1030792160330|3080
1030792160330|5184
1030792160330|6405
1030792160330|6438
1030792160330|6962
1030792160330|7380
1030792160330|11633
1030792160332|2778
1030792160333|5184
1030792160336|273
1030792160339|273
9303|4843
68719486040|60
68719486040|65
68719486040|284
68719486040|286
68719486040|416
68719486040|568
68719486040|575
68719486040|803
68719486040|1170
68719486040|1176
68719486040|1677
68719486040|1679
68719486040|1909
68719486040|2009
68719486040|2021
68719486040|2025
68719486040|2787
68719486040|2790
68719486040|2802
68719486040|2824
68719486040|2830
68719486040|2844
68719486040|2870
68719486040|2891
68719486040|2921
68719486040|2970
68719486040|2999
68719486040|3044
68719486040|3071
68719486040|3089
